2024-07-05 10:01:08 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@116a7d9e
2024-07-05 10:01:18 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-05 10:01:18 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:01:18 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@60fcd07c
2024-07-05 10:01:28 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:01:29 INFO  NewsController:184 - 게시글 수정 요청: boardNo=30, loginMemberNo=10
2024-07-05 10:01:29 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@5728dba9, loginMemberNo=10
2024-07-05 10:01:29 INFO  NewsController:190 - 게시글 수정 성공: boardNo=30
2024-07-05 10:01:29 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-05 10:01:29 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:01:29 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@3e422e57
2024-07-05 10:01:35 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-05 10:01:35 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:01:35 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@4c8d98e0
2024-07-05 10:01:37 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:01:38 INFO  NewsController:184 - 게시글 수정 요청: boardNo=29, loginMemberNo=10
2024-07-05 10:01:38 INFO  NewsServiceImpl:141 - 게시글 수정 요청: BoardDto=kr.co.green.board.model.dto.NewsDto@6ae27fda, loginMemberNo=10
2024-07-05 10:01:38 INFO  NewsController:190 - 게시글 수정 성공: boardNo=29
2024-07-05 10:01:38 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
2024-07-05 10:01:38 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=29
2024-07-05 10:01:38 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@2be773e9
2024-07-05 10:02:19 INFO  NewsController:71 - 상세 조회 요청: boardNo=30, memberNo=10
2024-07-05 10:02:19 INFO  NewsServiceImpl:63 - 게시글 상세 조회 성공: boardNo=30
2024-07-05 10:02:19 INFO  NewsController:84 - 상세 조회 성공: kr.co.green.board.model.dto.NewsDto@b07d778
2024-07-05 10:03:23 INFO  NewsController:71 - 상세 조회 요청: boardNo=29, memberNo=10
